feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,gt
2.0734634,0.7141404,1.4888119,-0.62361914,0.08712688,1.0789108,-0.61543274,1.0582073,-0.054863334,0.70256525,-0.10751289,0.6876967,-0.016302977,0.103468716,0.01015031,0.7053615,0.20161475,0.22950345,1.3765091,1.2284502,0.9766436,-0.7101191,-0.42658615,0.29924253,-0.74447143,0.071549624,-0.023823543,0.7897516,-0.43165284,1.3018348,0.79407,2.4113345,0
2.329687,1.1756796,1.921271,-0.6310685,-0.21381813,1.3484814,-0.6589524,1.810673,-0.13910615,1.2249455,-0.4524429,1.3574884,0.12839758,0.022745144,-0.0011806553,0.44586098,0.1008655,0.72769874,1.8848639,1.9281124,1.3079143,-0.6123243,-0.48872805,0.22849052,-0.8471736,0.6781569,-0.14117269,0.38362873,-0.37765,2.0712824,1.1050054,3.576618,0
3.2420058,2.093849,3.3044732,-0.5935207,-0.15646125,1.9304729,-0.728933,2.786945,-0.22914085,1.8120067,-0.39126617,2.0742648,0.24198417,-0.028632319,0.045146,0.35207516,-0.20971227,1.4694117,2.4128413,3.5641627,1.4828593,-0.5095044,-0.6224509,0.2058094,-0.89990693,1.4322667,-0.25831366,0.17983751,-0.43056267,3.5408895,2.1721163,5.4426303,0
2.708044,1.6782227,2.7116935,-0.6085808,-0.11259546,1.6693187,-0.71666974,2.4922943,-0.22929531,1.6125114,-0.5076085,1.8571365,0.40479907,-0.057749357,0.026033904,0.036169305,-0.3642584,1.3481069,2.3137774,3.060308,1.1905895,-0.49189362,-0.5860914,0.27291107,-0.87524235,1.5388303,-0.32119834,0.01659964,-0.3768341,3.331228,1.818246,4.7077518,0
1.7416483,1.125311,0.9221896,-0.58825314,-0.5522648,1.0498683,-0.59108496,0.8637685,-0.003081578,1.1002095,-0.40244016,1.0181371,-0.2088021,0.092079446,-0.07537805,0.78627706,1.1198014,-0.090136506,1.2247581,0.79005635,1.9097782,-0.6408576,-0.3203336,0.15848362,-0.8477518,-0.45094916,0.015548788,0.6660903,-0.4135757,0.47181186,0.025596462,2.5577643,0
0.18979883,0.5500214,0.65984166,-0.4706409,-0.43337476,0.7574843,-0.5108098,1.3552064,-0.18632829,1.6634462,-0.44343352,1.3007004,0.1784631,-0.080844566,0.050266575,-0.62942755,-0.34323043,0.62710184,0.5970945,1.3984178,0.6920268,-0.22207044,-0.48646513,0.1287854,-0.8288993,1.691302,-0.36130044,-0.65358096,-0.2079453,1.8036708,0.3603177,2.3584688,0
-0.5229422,0.43918782,1.210421,0.39569163,0.8041851,0.18861796,-0.3797759,0.025928896,-0.25194404,0.8828356,1.1618774,0.23138264,0.2079946,-0.1778954,0.27798796,-0.76670915,-0.7635453,0.16595465,-0.67204815,1.8700988,-0.70353144,0.16472434,-0.61074984,0.18613794,0.023912877,1.748141,-0.29061943,-0.6928621,-0.4552625,1.4563487,1.0048772,0.5967393,0
3.111188,2.2595687,3.537295,-0.563674,-0.12333553,2.0114498,-0.74355763,3.0916572,-0.30567443,2.0587456,-0.46756217,2.3561544,0.50137466,-0.08041345,0.048119377,-0.17981842,-0.49605083,1.8135016,2.527414,4.139629,1.298611,-0.3603137,-0.6695448,0.25073856,-0.9049466,2.095247,-0.41591793,-0.26489207,-0.40516302,4.2822165,2.436169,5.8760815,0
1.9479058,0.8481643,1.7688371,-0.6182464,0.052232202,1.1913915,-0.6494397,1.6803877,-0.16743991,1.0899646,-0.40064508,1.1702931,0.28935596,-0.02931474,0.058462653,0.064871475,-0.3295839,0.7927113,1.708174,1.8851787,0.77248585,-0.5924056,-0.502732,0.29691902,-0.80002683,1.1086657,-0.22375582,0.1551268,-0.35599878,2.2936008,1.1878055,3.1390896,0
1.9175801,1.509554,2.7451818,-0.47660476,0.06727409,1.5490518,-0.6464416,2.265949,-0.2769431,1.8894143,0.07506526,1.7682722,0.24739833,-0.06373839,0.15494628,-0.41174182,-0.5608874,1.276055,1.227702,3.3783937,0.6596825,-0.3665681,-0.672675,0.22111927,-0.8440129,2.0627222,-0.3550036,-0.45388106,-0.40252504,3.3926885,1.987553,4.34468,0
1.5839882,0.8555443,1.6675221,-0.42114323,0.451819,0.9039076,-0.576586,0.31104258,-0.01584952,0.70999765,0.9678182,0.2366043,-0.21445638,0.111722544,0.05444928,0.6584858,0.049352452,-0.13340434,0.2002144,1.440614,0.45376346,-0.66263866,-0.48294863,0.2948975,-0.5703521,-0.25965884,-0.03710236,0.7149556,-0.5195002,0.8813174,0.9164654,1.7519246,0
-0.7456183,1.3976077,0.2182818,0.5989689,-0.5144782,0.02377506,-0.20157358,-0.5358067,-0.023783969,1.7000351,0.9096193,0.3983903,-0.26427254,-0.24244295,0.15007083,-0.63615346,0.21945338,-0.47159305,-0.8210351,1.0589714,0.36211246,0.5602391,-0.4282725,-0.14417726,-0.5857254,-0.098669365,-0.14697823,-0.68850064,-0.4164627,-0.48949134,-0.3413469,0.52773774,0
-0.85773385,-0.32501742,-0.7515449,0.1891792,-0.57623065,-0.5563143,0.65761584,-0.26572967,0.07654602,0.3860361,-0.41016942,-0.020689802,-0.16905695,0.07193573,0.010202315,-0.4770673,-0.42944035,0.22680521,-0.483877,-0.5635251,-0.090658255,1.009864,0.25261974,-0.08255203,-0.5322634,0.45582682,-0.15675798,-0.65825236,0.3168134,-0.42039406,-0.7120078,-0.64466596,0
0.3857104,0.0456032,1.008118,-0.38028467,0.6655174,0.56753856,-0.49131712,0.24623965,-0.14304186,0.66684866,0.77823454,0.21318687,0.14316215,-0.03641671,0.22847871,-0.42531723,-0.5882696,0.10894394,-0.15065567,1.2670857,-0.38938707,-0.5644121,-0.5218331,0.4004657,-0.44132918,1.0061244,-0.19957149,-0.24389371,-0.40873995,1.3467324,0.83065104,0.9228964,0
2.5681634,1.6682408,2.9973233,-0.5502631,0.08214438,1.7355797,-0.69416213,2.5074892,-0.2877849,1.7120049,-0.2553349,1.8632842,0.39660537,-0.047647726,0.13184024,-0.17366266,-0.53462565,1.4801431,1.9172277,3.515894,0.8742373,-0.45884043,-0.643302,0.2556202,-0.8607327,1.9294453,-0.36068505,-0.20350067,-0.4066106,3.6745212,2.1567175,4.78501,0
2.3581772,1.3984087,2.1728294,-0.6123222,-0.25714567,1.4903536,-0.67381036,2.126842,-0.18019052,1.5345228,-0.45821658,1.6167991,0.16052134,0.010563981,0.024932664,0.21788977,-0.054771088,0.9559901,1.9257002,2.398942,1.3312854,-0.5435184,-0.5446212,0.19325706,-0.87034196,1.0843242,-0.2258336,0.13925765,-0.37105522,2.5519056,1.3621498,4.094964,0
1.6452854,0.88255274,1.4377168,-0.60617393,-0.2518423,1.1519052,-0.6206253,1.6324,-0.16843516,1.2943649,-0.47292483,1.2866763,0.20100401,-0.003149832,0.04603788,-0.03771025,-0.124905616,0.6841254,1.5328112,1.6963979,1.0432116,-0.5435338,-0.4906293,0.2252234,-0.83334446,1.0341688,-0.23083963,-0.006858814,-0.32713398,2.0189075,0.8895346,3.1196759,0
1.0929875,1.2747387,1.9024621,-0.40277955,-0.12588371,1.1748904,-0.57297057,1.518282,-0.19707249,1.7932098,0.33072287,1.4214283,0.027201455,-0.041463934,0.0982115,-0.48134416,-0.35754168,0.6530906,0.47491443,2.530746,0.70743555,-0.31278014,-0.6388679,0.2509067,-0.8036702,1.499541,-0.29485467,-0.48576346,-0.40181255,2.3441453,1.2409257,3.2674124,0
1.6185317,1.0658343,1.818772,-0.5815358,-0.13165513,1.261543,-0.646466,1.9897282,-0.24399315,1.5186896,-0.485023,1.5305617,0.3940158,-0.07097817,0.07456134,-0.37572548,-0.4708112,1.0474991,1.6377327,2.316641,0.7949226,-0.42079753,-0.5603708,0.24890599,-0.8426302,1.7303835,-0.3546419,-0.31430456,-0.31982377,2.8031704,1.308566,3.6259844,0
0.4565225,-0.7094558,-0.4425365,-0.68805563,0.92404807,-0.15666808,-0.40883234,0.051673878,0.08617512,-0.4929825,-0.26908782,-0.48401964,0.37468585,0.024753913,0.040998425,-0.36692286,-0.5585896,-0.3106399,1.4103194,-0.57121354,-0.5370271,-0.7082585,-0.1353674,0.6122889,0.07971221,0.114213705,-0.17582814,0.31089664,-0.23500039,0.6377442,-0.22220317,-0.5960706,0
2.6494288,1.9389857,3.121813,-0.5611039,-0.054107033,1.7739369,-0.73672503,2.9155588,-0.2978819,1.9840529,-0.52959794,2.1850553,0.65480524,-0.0952396,0.019421648,-0.4695089,-0.58098227,1.7159063,2.500437,3.791925,1.015812,-0.3369102,-0.66713685,0.3432295,-0.8842742,2.2229626,-0.49301982,-0.46893308,-0.3656448,4.2282753,2.1586373,5.393401,0
3.2066972,2.58849,3.6785128,-0.5636564,-0.3927949,2.1674254,-0.7445251,3.368396,-0.31436193,2.4604673,-0.5089533,2.6737287,0.29475418,-0.06661996,0.012909394,-0.03024182,-0.2734222,1.8457748,2.4883487,4.297854,1.7661923,-0.28885087,-0.67873114,0.08516285,-0.9368362,2.0343869,-0.38572937,-0.2995224,-0.41092876,4.21749,2.416317,6.4687047,0
1.3148117,0.86778915,1.9711906,-0.46106502,0.28042006,1.1326078,-0.57700217,1.3701624,-0.20717953,1.3446362,0.45341405,1.0723401,0.10709542,-0.0075661484,0.15089808,-0.33821827,-0.5014258,0.6730183,0.5681666,2.3843777,0.3048586,-0.49732557,-0.6213706,0.2962697,-0.7327312,1.4502496,-0.2661544,-0.2961549,-0.420413,2.364473,1.4116871,2.8457153,0
2.5710557,1.7449788,1.7995365,-0.5227774,-0.39520285,1.2957618,-0.63400674,0.70323724,0.07270449,1.0548577,0.2736673,0.78917074,-0.41289583,0.22094318,-0.14555313,1.6207368,1.4244833,-0.24316385,0.99887556,1.32912,2.0474226,-0.69897306,-0.37157455,0.1333331,-0.81439096,-0.76086813,0.12355086,1.3745006,-0.54599196,0.33320543,0.48658025,2.9633129,0
2.350925,1.395802,1.5948757,-0.5671733,-0.33538738,1.2219943,-0.6241058,0.8546447,0.026222773,0.98083043,0.032063056,0.81967026,-0.29786894,0.17685948,-0.09632542,1.2619779,1.0793868,-0.10053772,1.1746383,1.232865,1.782955,-0.6948434,-0.3779903,0.17481501,-0.80931926,-0.59489375,0.07166542,1.1231166,-0.49922118,0.63473845,0.5032418,2.8083544,0
1.185767,0.43764338,0.2628895,-0.52009267,-0.20832257,0.48856267,-0.5236546,-0.37526375,0.11204595,0.2044473,0.11345925,-0.08291708,-0.26770923,0.10576543,-0.06159597,1.1757076,1.0654947,-0.5598643,0.41580448,-0.2936857,1.1599535,-0.7273796,-0.10580299,0.24007778,-0.6304632,-0.80452853,0.16323692,1.1984767,-0.46550906,-0.56518894,-0.36158782,0.59855247,0
2.0060444,0.49206674,1.1846893,-0.6528363,0.112258896,0.93320817,-0.6171776,0.8611809,-0.00760852,0.45850182,-0.24320386,0.50189435,0.0076351576,0.08253668,-0.018519579,0.8202914,0.2762398,0.07379365,1.4842774,0.75626504,0.9461419,-0.74014586,-0.3540437,0.34238228,-0.71612746,-0.15895385,0.037255213,0.9510471,-0.41593462,0.9573668,0.5346757,1.9830158,0
1.8189588,1.0006315,2.055014,-0.5733711,0.23478875,1.1547543,-0.6805693,2.074728,-0.23768558,1.3767357,-0.4847611,1.4190936,0.7202231,-0.11602189,-0.0018906766,-0.58791286,-0.6234293,1.0970328,2.0702448,2.547302,0.4184384,-0.43174493,-0.59994537,0.4833448,-0.778826,1.8357738,-0.47683054,-0.49468902,-0.3498465,3.3564355,1.4542332,3.6209805,0
1.520266,0.6202229,2.133594,-0.48530436,0.643475,1.1747316,-0.5632973,1.4124639,-0.27489874,0.9942631,0.4274967,0.91680264,0.3748679,0.06523438,0.1856261,-0.3331196,-0.6753552,0.9334998,0.78807235,2.5452726,-0.14884251,-0.54655665,-0.61758983,0.3732009,-0.6534989,1.741659,-0.29752848,-0.18262129,-0.41017294,2.7598183,1.7433966,2.7220962,0
0.29477915,-0.5327786,0.14711888,-0.5415632,0.7979379,0.20478964,-0.43909094,-0.16794282,-0.09539362,-0.12042407,0.29521763,-0.30001214,0.28713295,0.0135782175,0.19191675,-0.1837185,-0.562652,-0.17406943,0.20357922,-0.0019137256,-0.48377877,-0.6982693,-0.34723967,0.49024567,-0.2226073,0.5222508,-0.07699936,0.27458256,-0.33551556,0.59342194,0.27869084,-0.19678748,0
0.67061573,0.5577653,1.5877208,-0.11550312,0.93893427,0.59890044,-0.49140003,-0.18338312,-0.098902114,0.5241349,1.5345461,-0.115350515,-0.028994523,0.066976264,0.16398568,-0.066522345,-0.53102624,-0.07786553,-0.48726922,1.6953117,-0.48579118,-0.5349909,-0.5395497,0.39602777,-0.17705452,0.3799434,-0.12069266,0.15912633,-0.5250136,1.0776641,1.1767691,0.8755373,0
0.1525832,-0.44495153,-0.17456584,-0.5735228,0.14330961,0.26429617,-0.440978,0.25890058,-0.063155405,0.32344168,-0.29709613,0.100286685,0.20356373,0.00027464703,0.106766,-0.299079,-0.35202423,-0.040292293,0.5437517,-0.13725929,0.0023141764,-0.6175937,-0.2726573,0.32849145,-0.57632446,0.687465,-0.14065896,-0.07081045,-0.22843717,0.6084243,-0.117103495,0.27307206,0
0.5854076,0.034603976,1.3638698,-0.3075376,0.974716,0.58030814,-0.46272406,0.3916582,-0.19604623,0.4398825,0.93411297,0.15693377,0.2979794,0.053814966,0.18533628,-0.44300675,-0.7079832,0.31230062,-0.10261099,1.6280409,-0.5697534,-0.5135342,-0.57421166,0.43000266,-0.2556414,1.3026569,-0.24429421,-0.13623996,-0.43072256,1.7732751,1.2663429,0.9962019,0
2.5692592,1.6414634,2.3401234,-0.61768967,-0.37190914,1.5822237,-0.68677706,2.2836173,-0.18258758,1.6503158,-0.52246886,1.805816,0.13474192,-0.004950363,-0.022424584,0.34889185,0.13800515,1.0109841,2.0989075,2.5124905,1.6108202,-0.5253994,-0.5393572,0.16247,-0.89365405,0.9719009,-0.20698056,0.17633758,-0.37867975,2.5718706,1.365614,4.4814224,0
2.137968,1.381731,2.3941793,-0.5807448,0.0028524366,1.4455154,-0.7021132,2.362105,-0.25247076,1.6108899,-0.52498084,1.7352451,0.5930019,-0.08431069,0.034823384,-0.44156346,-0.55249053,1.3399733,2.1741726,2.9225607,0.79885614,-0.4216234,-0.607312,0.35461202,-0.8463082,1.9038855,-0.43837887,-0.38351998,-0.33843607,3.4783497,1.6706957,4.3079014,0
2.65065,1.2642595,1.7253295,-0.6309995,-0.22224158,1.2739727,-0.65804726,1.1104643,0.036769733,0.8215369,-0.19142443,0.8613267,-0.19715671,0.13843429,-0.087050766,1.2716396,0.8940552,0.09527841,1.6787249,1.2654786,1.6992632,-0.7309836,-0.37621903,0.24710117,-0.8149937,-0.4848637,0.08802587,1.2205943,-0.4861914,0.97413266,0.672088,2.9637039,0
1.1515814,0.82387507,0.6605211,-0.518186,-0.4031837,0.777648,-0.54187274,0.41248792,-0.008106707,0.938382,-0.15240362,0.6506412,-0.16745274,0.06734413,-0.029168501,0.52255493,0.7502044,-0.22459413,0.6484177,0.56886655,1.3258507,-0.6059584,-0.323915,0.20721148,-0.7682867,-0.40328205,-0.018975474,0.48221612,-0.40512002,0.2364851,-0.043310083,1.79914,0
1.942164,0.9039701,1.8601946,-0.6112807,0.105412185,1.1965182,-0.66499364,1.8005295,-0.19347848,1.128978,-0.45848796,1.2529644,0.44142303,-0.05549418,0.046113666,-0.16490899,-0.44997054,0.9268497,1.8744752,2.080325,0.6800051,-0.5532312,-0.5242934,0.34960464,-0.7960851,1.33802,-0.29888573,-0.03166167,-0.3413259,2.6121237,1.278211,3.2976549,0
3.1125627,1.3523248,2.1713452,-0.655175,-0.033436544,1.4216734,-0.689895,1.4505553,0.022493027,0.7816451,-0.1992082,0.9576387,-0.13213573,0.12703337,-0.07150878,1.3692858,0.6726741,0.33956227,2.054375,1.6361396,1.5974563,-0.74678546,-0.4215523,0.293834,-0.81353587,-0.34751606,0.10264848,1.3324845,-0.48698854,1.4626969,1.0784388,3.388931,0
2.7995648,1.9983832,3.2387078,-0.55997217,-0.12370593,1.8889666,-0.72012675,2.8158157,-0.29195642,1.9763467,-0.39806175,2.1571844,0.38689676,-0.07026897,0.09322636,-0.13339113,-0.45910835,1.6376337,2.1823165,3.7930954,1.1976054,-0.41016614,-0.6510861,0.1959946,-0.8971459,1.9750694,-0.3733185,-0.24965985,-0.40827572,3.8741207,2.232813,5.3955374,0
0.46864408,0.92229164,0.40825087,-0.4702411,-0.60091233,0.74322945,-0.52102935,0.70068467,-0.06860288,1.4868536,-0.38437033,1.1176811,-0.084086604,-0.056087263,0.022172954,-0.2524422,0.58853656,-0.03982767,0.5139326,0.8010582,1.4288573,-0.40593016,-0.391023,0.15576628,-0.83797103,0.25492412,-0.15120393,-0.30515617,-0.33174425,0.5804041,-0.17902763,2.1273923,0
1.9408399,0.6528553,1.8497204,-0.60281515,0.339772,1.1441121,-0.63175225,1.4740417,-0.1713705,0.855535,-0.19805376,0.93783295,0.32604656,-0.019820504,0.123814836,0.085130796,-0.45423493,0.7747277,1.5240318,1.913864,0.43540138,-0.64087814,-0.51103467,0.35189644,-0.73947537,1.1214797,-0.2028157,0.2274072,-0.3816219,2.2944393,1.3225818,2.8058755,0
2.011004,0.8182448,2.4319632,-0.5196842,0.6086514,1.3182616,-0.5922374,1.5819662,-0.2467422,0.98149925,0.38171208,0.98461664,0.32333508,0.070996344,0.18837734,-0.07213059,-0.60819364,0.98755336,1.0962015,2.696107,0.09795052,-0.60488987,-0.6112832,0.35242757,-0.6982504,1.5200193,-0.23984255,0.06913419,-0.43517035,2.8025992,1.8862834,3.1059196,0
2.5332003,2.018881,2.6906564,-0.54536986,-0.4521656,1.7512884,-0.6708099,2.4118059,-0.21016179,2.0459945,-0.32968798,2.0579796,0.003893394,0.006610822,0.021356415,0.19347014,0.22144134,1.0762571,1.7421633,3.079684,1.7662067,-0.44097894,-0.60613596,0.095724255,-0.9097654,1.1284868,-0.22848985,-0.09964674,-0.41889715,2.7777843,1.5624015,4.963103,0
1.1329361,0.7085701,1.8930205,-0.21481995,0.9312788,0.7776062,-0.51526535,0.10393237,-0.105607234,0.5668355,1.4766247,0.008290097,-0.048931405,0.13378875,0.1139278,0.18134587,-0.48613647,0.037625447,-0.30446115,1.9146273,-0.35596395,-0.56971776,-0.55552846,0.37203538,-0.279548,0.35267642,-0.11384365,0.36926997,-0.5351222,1.3103222,1.3673819,1.345418,0
-0.91256374,2.2076871,-0.51097775,0.9644102,-0.91754687,-0.063084036,-0.03702961,-0.32392144,0.06450153,2.9068103,-0.1568612,1.4066472,-0.46732467,-0.3667576,0.020851579,-0.81713116,1.3772177,-0.46063477,-0.8333484,0.7755116,1.8377007,1.5227349,-0.26718733,-0.45965552,-0.8888919,-0.083421834,-0.18388678,-0.9003229,-0.26262873,-0.7457892,-0.8035652,1.2180115,0
2.955878,2.1128123,3.438029,-0.55721754,-0.0350087,1.9361303,-0.74006325,2.9894872,-0.30725545,1.9918783,-0.44884306,2.2533658,0.5579353,-0.08642943,0.06615637,-0.28631124,-0.55412227,1.7941552,2.4607046,4.064429,1.1187253,-0.37407345,-0.6707208,0.28515267,-0.89302963,2.1638572,-0.43789092,-0.3336053,-0.4006285,4.280795,2.3934684,5.6535225,0
0.5451851,0.10445775,0.8014173,-0.38502085,0.55924714,0.44914687,-0.46819597,-0.11671726,-0.066800766,0.40905237,0.7721717,-0.051797513,0.033641044,0.024624351,0.14134882,-0.0050542643,-0.367821,-0.19214539,-0.1572143,0.74647737,-0.21175127,-0.6032567,-0.42688832,0.3834962,-0.39118242,0.16013199,-0.09528375,0.22635712,-0.42261636,0.6056918,0.5285915,0.60262036,0
1.431475,0.8119339,0.93550074,-0.36790293,0.26316637,0.54183704,-0.5429787,-0.5398025,0.16509491,0.1697565,1.0364345,-0.343011,-0.37992853,0.14297287,-0.036456544,1.4460778,0.8855322,-0.6145069,-0.11401703,0.1920738,0.7774437,-0.72500616,-0.22116451,0.27431992,-0.44065124,-0.8592316,0.21163684,1.465418,-0.557062,-0.55708474,0.05153895,0.5934678,0
0.62757957,0.13801354,0.026086263,-0.47396737,0.010127354,0.27138406,-0.4810972,-0.47725,0.084438734,0.14917624,0.25017455,-0.24512814,-0.161911,0.056597225,0.0056197904,0.724362,0.5765498,-0.557323,0.083647266,-0.3612537,0.6038928,-0.6847377,-0.14153302,0.29981276,-0.49763066,-0.7036669,0.10657194,0.8591586,-0.42475224,-0.5345056,-0.35832265,0.087388575,0
1.8627946,0.9431715,1.9419558,-0.59227204,0.12131679,1.2582104,-0.6538153,1.8399856,-0.21792644,1.2418299,-0.38733318,1.316756,0.43202555,-0.05914531,0.0969446,-0.23873408,-0.5061223,1.0095452,1.699286,2.282804,0.59337115,-0.53206885,-0.5490045,0.33548543,-0.80049604,1.5512128,-0.32189327,-0.12560178,-0.34690684,2.7714224,1.406688,3.391598,0
2.1109154,0.7382494,1.8285966,-0.6231255,0.24532601,1.1772888,-0.6404385,1.5328314,-0.14692715,0.86163336,-0.26469195,0.96611375,0.25891823,0.012709137,0.077729985,0.2662781,-0.33564618,0.7031888,1.6631337,1.8156906,0.6445647,-0.65251803,-0.49937814,0.3437377,-0.7559159,0.91633034,-0.16393009,0.3961267,-0.37833613,2.1757326,1.2558352,2.9024012,0
