feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,gt
-0.49901935,-0.08523555,-0.31433976,0.03863518,0.777644,-0.31087887,-0.8441899,-0.45284823,-0.7888389,0.080756456,0.21342915,-0.63866043,0.030529916,0.7620632,0.02788636,-0.46817914,-0.6512197,0.03319618,-0.09809882,-0.20833522,0.16781782,0.051754385,0.5096174,0.61403275,0.047512516,-0.09437288,-0.578517,0.040424645,-0.7821057,-0.33824965,0.030276552,-0.80065334,0
-0.6107994,-0.11097252,-0.3798015,-0.0106493,1.1237167,-0.31203625,-0.88341224,-0.42408705,-0.8242333,-0.035571143,0.71952724,-0.68814576,0.016065419,1.5905826,0.09494063,-0.45749024,-0.6966987,0.6798528,1.032921,0.41166168,0.15653485,0.13399038,1.512473,1.0001025,0.3777867,-0.09283036,0.17777026,-0.08260719,-0.8363948,-0.41513786,-0.108909056,-0.8316615,0
-0.92744464,0.15416701,-0.39490235,0.15077601,2.90867,-0.15516753,-0.9764787,-0.50537336,-0.8803923,-0.32956678,3.1729271,-0.7599744,-0.112716176,5.277067,0.17223424,-0.6996906,-0.73860365,3.5724642,7.2541327,4.2521915,-0.26575908,0.20562163,6.6918244,2.8864176,2.036481,0.21999925,5.556762,-0.10025592,-0.92460155,-0.7270506,-0.41263324,-0.87760454,0
-0.6087849,-0.030860845,-0.33821234,-0.06557874,1.132086,-0.27815995,-0.86022687,-0.44412586,-0.80397904,-0.039932854,0.762851,-0.6555451,0.05133432,1.2955592,0.07088223,-0.5083239,-0.68291944,0.61035335,0.9711101,0.49019325,0.114808984,0.09340897,1.2669859,0.9547976,0.36943597,-0.063060895,0.1462763,-0.08379236,-0.8104285,-0.43225396,-0.14864224,-0.8100452,0
1.0241073,0.010183167,0.25831366,-0.40744996,-0.71907127,0.46942368,2.0216744,0.64840204,1.3673049,-0.21149464,-0.5731698,0.95941836,-0.32608315,-0.8522892,-0.33688956,0.81227285,0.99476373,-0.7312042,-0.8914511,-0.7095056,0.10283116,0.034420192,-0.90304613,-0.717518,-0.49149442,0.0437878,-0.60818106,-0.14189357,1.51492,0.18441479,0.017905086,1.3004189,0
-0.7817257,0.003019046,-0.38345665,0.00012074411,1.7841833,-0.2542284,-0.9273198,-0.4515402,-0.84411514,-0.16613919,1.626763,-0.71023977,-0.013695571,2.7972777,0.11992976,-0.56644857,-0.7160155,1.7083116,3.223318,1.8114533,-0.0077240667,0.14841345,3.247558,1.6651441,0.9736404,0.010657247,2.0974913,-0.12203805,-0.87302786,-0.5601859,-0.26413184,-0.84515554,0
-0.79979116,-0.016704889,-0.3845002,0.07641356,1.8057256,-0.25968418,-0.9387844,-0.46085128,-0.847521,-0.1473246,1.6648756,-0.7147088,-0.0463323,3.0510352,0.14022616,-0.57450855,-0.71510476,1.802686,3.4673324,1.9009587,-0.026356267,0.1705877,3.5539885,1.7370015,1.025341,0.037402134,2.2694442,-0.07352803,-0.88013124,-0.5677966,-0.22701034,-0.8528255,0
-0.87362504,0.047127854,-0.40791222,0.10841806,2.3393245,-0.23368818,-0.96136886,-0.4601699,-0.86572564,-0.23601879,2.3529963,-0.7411529,-0.08158854,4.130921,0.16744706,-0.6222007,-0.73139143,2.650659,5.2169538,2.992074,-0.12718274,0.21422195,5.014578,2.2844465,1.5049151,0.10839312,3.8071592,-0.09476603,-0.9066499,-0.6520543,-0.31551713,-0.8677913,0
-0.51232797,-0.06806161,-0.2983008,-0.00524083,0.8240344,-0.3089501,-0.84797937,-0.45424154,-0.7876668,0.0685862,0.26038003,-0.641456,0.040938288,0.74858713,0.04819396,-0.47837237,-0.65102637,0.0929908,-0.06707013,-0.14819705,0.1418854,0.045588,0.566889,0.62771124,0.04446101,-0.050667237,-0.55114925,0.072531804,-0.7788773,-0.35679036,0.00408487,-0.79996216,0
-0.72107446,-0.04102971,-0.3846968,-0.029360544,1.5239344,-0.2772288,-0.90968066,-0.44461817,-0.83735746,-0.14974293,1.2687279,-0.7003419,-0.0055891112,2.315945,0.14754453,-0.5229272,-0.7241492,1.3065972,2.35923,1.2311265,0.07915064,0.17867012,2.533477,1.3821052,0.7491569,-0.009711847,1.3685615,-0.12534438,-0.86014086,-0.50519884,-0.21452881,-0.8391033,0
-0.58947253,-0.108835146,-0.36671668,0.0033908933,1.0592127,-0.31840163,-0.8761864,-0.4260444,-0.81781906,-0.0057907915,0.61158484,-0.67808485,0.018301368,1.4150109,0.08876613,-0.45956722,-0.68831664,0.5469866,0.79154503,0.2758437,0.16198117,0.119203225,1.3000895,0.9242038,0.30683807,-0.08754007,-0.043199606,-0.051128197,-0.82745445,-0.40202355,-0.08315361,-0.82697207,0
-0.9709821,0.2787369,-0.40483385,0.27890784,3.8509727,-0.065897495,-0.9910135,-0.5538505,-0.9033643,-0.44856846,4.4548287,-0.7968993,-0.20112325,7.357698,0.21189514,-0.78002477,-0.7582785,5.125057,10.63431,6.2771635,-0.43437427,0.2441599,9.5945425,3.9012334,2.9144871,0.4032852,8.455595,-0.06357583,-0.95119697,-0.8151716,-0.51194865,-0.8992039,0
-0.73654383,-0.029345505,-0.3687837,0.0012446791,1.5256937,-0.26155666,-0.9140955,-0.46160457,-0.8344097,-0.11933459,1.3159188,-0.6956391,-0.002834126,2.3577087,0.12571853,-0.55035,-0.710434,1.3278522,2.4644978,1.3164274,0.034388863,0.13901435,2.6512477,1.4193192,0.76341236,-0.0008026938,1.4239967,-0.090317786,-0.85764164,-0.516432,-0.20849095,-0.83760834,0
0.2023304,0.069255546,0.22695288,-0.15915759,-0.2508953,-0.027812937,0.32783917,-0.0745209,0.033089772,-0.13707377,-0.46373272,0.041239224,-0.14424855,-0.7020631,-0.15160456,-0.091862336,-0.043606337,-0.6676294,-0.8491992,-0.6438645,0.04844392,-0.100384966,-0.83255804,-0.46661925,-0.49432462,-0.065021336,-0.8230571,0.007003963,0.19933304,-0.029040758,0.038094856,-0.05993536,0
-0.83079886,0.017186861,-0.405331,0.048173442,2.0131655,-0.23840208,-0.94647336,-0.46056786,-0.8583908,-0.2005287,1.976966,-0.72919935,-0.040188756,3.467987,0.16788772,-0.5889651,-0.7353789,2.1578705,4.1536727,2.331367,-0.06554729,0.18593553,4.106672,1.9505028,1.2340163,0.034647565,2.9145253,-0.12849008,-0.892482,-0.6046758,-0.2852141,-0.8578259,0
-0.4740725,-0.047229286,-0.23902819,-0.0045820824,0.7282643,-0.28411728,-0.8276345,-0.48974422,-0.77729553,0.04381056,0.17681146,-0.62872326,0.028942853,0.4689854,0.021641001,-0.49916974,-0.64824855,-0.08871656,-0.24834763,-0.28985742,0.12341697,-0.017847551,0.2947306,0.48655465,-0.032212056,-0.06013081,-0.6409179,0.049010605,-0.75839305,-0.33197874,0.02327545,-0.7879684,0
-0.9457425,0.17883767,-0.39525947,0.21507834,3.1881282,-0.13898289,-0.98326445,-0.515887,-0.88751084,-0.35478252,3.545283,-0.7723058,-0.14782397,5.94386,0.19315812,-0.72635466,-0.7411437,4.0425954,8.279136,4.8612514,-0.32348338,0.22265345,7.613178,3.2006571,2.298385,0.28461134,6.4227004,-0.059530646,-0.93438536,-0.7589105,-0.43123373,-0.88603526,0
-0.7705611,-0.043243337,-0.4028641,0.03574334,1.7004468,-0.28168616,-0.9302783,-0.43466425,-0.84632486,-0.13321209,1.4949816,-0.71362776,-0.025915232,2.8064942,0.1395931,-0.5380198,-0.7172252,1.6275291,3.000177,1.6385568,0.03284066,0.18840103,3.163541,1.6139917,0.9194177,-0.0033373155,1.8919201,-0.10049151,-0.8766763,-0.54477805,-0.21613328,-0.85084933,0
-0.57548505,-0.04047931,-0.32583925,-0.032559004,1.0147172,-0.28972206,-0.8560322,-0.44881496,-0.7990774,0.002625689,0.58457536,-0.65637636,0.04158345,1.0887444,0.044574797,-0.49258798,-0.66947937,0.4235705,0.60394293,0.24789408,0.112168156,0.05873041,1.0117096,0.8361965,0.24466178,-0.083194345,-0.17302555,-0.04491776,-0.799806,-0.3983193,-0.09439287,-0.80847627,0
-0.83940244,0.02627201,-0.3912952,0.08117218,2.0507727,-0.23336214,-0.9495134,-0.4683352,-0.8559732,-0.19613378,2.0055568,-0.7265924,-0.05676621,3.5342715,0.15260842,-0.602993,-0.7235384,2.1982548,4.2927585,2.4228716,-0.08388867,0.17914745,4.227542,1.9897021,1.2524937,0.06752298,3.002993,-0.08993164,-0.8918177,-0.6100137,-0.27795982,-0.8578391,0
0.32312417,0.09698799,0.2214063,-0.21143405,-0.3327166,0.028002523,0.58665925,0.077825055,0.17227295,-0.14789467,-0.48008153,0.22560887,-0.21547028,-0.7452011,-0.21146342,-0.013695791,0.14091462,-0.6648179,-0.8585153,-0.64076275,-0.032372314,-0.11545974,-0.8542104,-0.516115,-0.49404663,-0.09569516,-0.80114704,-0.026497269,0.42973885,0.03358461,0.04558018,0.15632609,0
0.45712677,0.068765864,0.2143548,-0.26872218,-0.4424528,0.1316322,0.8362462,0.1752321,0.4174429,-0.17136575,-0.49410695,0.3418373,-0.22041845,-0.7775263,-0.22513379,0.14347517,0.31851697,-0.6775372,-0.86358446,-0.6550705,0.028335353,-0.07112562,-0.8620281,-0.557644,-0.47816715,-0.048192363,-0.7722454,-0.03459308,0.6224107,0.044210806,0.048433483,0.3518925,0
-0.5852987,-0.06282452,-0.32415274,-0.045554925,1.039485,-0.28047478,-0.8595074,-0.45328078,-0.80466247,-0.03437527,0.65206337,-0.6633767,0.034837663,1.1905024,0.07576141,-0.4972062,-0.6807023,0.49053144,0.7400876,0.29837906,0.12899745,0.072833985,1.1369435,0.87473565,0.28110456,-0.066904254,-0.073754966,-0.05892741,-0.8081982,-0.40814617,-0.12182853,-0.8116661,0
-0.7518099,-0.044823878,-0.3893035,0.051087543,1.5899688,-0.28369892,-0.92479306,-0.4432844,-0.83957624,-0.108388714,1.345502,-0.7028633,-0.027532412,2.5924928,0.13379899,-0.5355934,-0.7109249,1.4450693,2.6723235,1.4248189,0.04247632,0.18151596,2.884863,1.4971443,0.82425106,-0.000863693,1.5930386,-0.073908255,-0.86789966,-0.52482986,-0.18010268,-0.8463189,0
-0.64403313,-0.05669586,-0.35381126,-0.041899357,1.2140391,-0.27676994,-0.8817317,-0.45159402,-0.8195159,-0.075674355,0.9070003,-0.6771602,0.027093887,1.6581004,0.10156891,-0.5075142,-0.7057537,0.8140882,1.4033066,0.66802734,0.10803186,0.12035909,1.6962826,1.0714233,0.48488173,-0.063641965,0.5187843,-0.12539782,-0.83255476,-0.4536935,-0.15035729,-0.8238993,0
-0.9134922,0.12861343,-0.39839387,0.13574965,2.708746,-0.17107773,-0.97202337,-0.49685198,-0.87538284,-0.29962388,2.916375,-0.75188977,-0.091422275,4.895872,0.17500669,-0.6809161,-0.7391935,3.2658212,6.601746,3.8539057,-0.22507642,0.20963717,6.1393566,2.687484,1.8732885,0.18114713,5.0085588,-0.10801121,-0.91779095,-0.70672816,-0.3815105,-0.87201506,0
-0.68183124,-0.078635976,-0.38720155,0.008591026,1.3468271,-0.30415314,-0.90310615,-0.42878035,-0.8300885,-0.07151674,0.99985313,-0.6900232,-0.0014636226,2.041478,0.122321874,-0.49607632,-0.7056851,1.0261176,1.7762002,0.8769814,0.11380356,0.17166966,2.1176095,1.2277647,0.5897817,-0.038591973,0.8253891,-0.076820344,-0.8511149,-0.46980768,-0.14494367,-0.83721346,0
-0.90209454,0.10887243,-0.3826525,0.119982556,2.6026962,-0.1902384,-0.9683752,-0.4849028,-0.8695267,-0.27896553,2.7272582,-0.74370974,-0.09063189,4.5825043,0.15899357,-0.66901,-0.7252968,3.0413444,6.119846,3.5704436,-0.2040937,0.19594637,5.7318325,2.5439284,1.7360318,0.18223399,4.5673084,-0.07957512,-0.91188204,-0.68936104,-0.36685285,-0.8696454,0
-0.84426016,0.023417007,-0.38673484,0.083412394,2.0968552,-0.24432914,-0.9516617,-0.4525819,-0.85373455,-0.1887307,2.0131078,-0.7210078,-0.05837108,3.5891533,0.15500477,-0.60505456,-0.713236,2.2367158,4.3544583,2.4983978,-0.07566759,0.2111847,4.288641,2.0201566,1.275431,0.11002132,3.0434284,-0.059955414,-0.89186865,-0.61880016,-0.27105162,-0.8581942,0
-0.7833444,-0.00912987,-0.3782456,0.041907534,1.729812,-0.2487911,-0.9312122,-0.46158585,-0.8455627,-0.14660034,1.572315,-0.71088165,-0.030275993,2.8428152,0.14910477,-0.56549764,-0.7186522,1.668221,3.1629877,1.7279569,-0.017464964,0.15501334,3.277734,1.6357468,0.95274204,0.019058265,2.033487,-0.08454909,-0.87439805,-0.55591017,-0.22540668,-0.84818566,0
-0.72512895,-0.05721881,-0.39729327,-0.0015934812,1.5234452,-0.2872767,-0.9143061,-0.42517394,-0.8394443,-0.11153585,1.2574568,-0.7041182,0.0030341446,2.3793106,0.12433568,-0.51092833,-0.7130615,1.3239355,2.3568778,1.2584293,0.081176184,0.17791955,2.5800383,1.4142731,0.7519582,-0.038335674,1.3526671,-0.119169705,-0.86322314,-0.50959724,-0.1965206,-0.84274054,0
-0.831661,0.0041374974,-0.40461302,0.059629127,2.02274,-0.24337846,-0.9479457,-0.45556882,-0.8585239,-0.1986422,1.9564035,-0.7316417,-0.05664766,3.496164,0.16532645,-0.58498406,-0.7292888,2.157431,4.1480126,2.3182104,-0.06386708,0.19071889,4.130376,1.9569232,1.2204205,0.05151685,2.8929048,-0.104586266,-0.89390445,-0.60121465,-0.2805009,-0.8606312,0
-0.92800266,0.13986798,-0.39445192,0.17200123,2.9078734,-0.16656911,-0.9774814,-0.49688518,-0.88013273,-0.31832907,3.1510322,-0.7612852,-0.12370024,5.3118315,0.18412662,-0.6965889,-0.73576784,3.5709326,7.2379594,4.241273,-0.26531243,0.21327251,6.7208652,2.8880675,2.0314822,0.22666323,5.533073,-0.070290715,-0.92559683,-0.7285823,-0.39788988,-0.8792444,0
0.40182748,0.08090457,0.23487931,-0.24340034,-0.4039023,0.09012368,0.7574996,0.13506232,0.33425277,-0.16004781,-0.49162593,0.31829786,-0.22089915,-0.7658065,-0.20633999,0.0860902,0.25784183,-0.6733965,-0.8632019,-0.6498999,-0.0025959404,-0.08676184,-0.86041534,-0.5396769,-0.48608008,-0.061326716,-0.7858514,-0.023811206,0.5484232,0.050113186,0.05197856,0.2828196,0
-0.9069835,0.085308746,-0.39468876,0.17655526,2.631663,-0.21373744,-0.97237086,-0.48000792,-0.8722319,-0.2643727,2.741918,-0.7488601,-0.119649515,4.7823453,0.18009624,-0.6647471,-0.7277067,3.126107,6.279023,3.6274312,-0.20638587,0.22791085,5.9488263,2.5988357,1.7704421,0.19646558,4.6839037,-0.04223789,-0.91740614,-0.69310606,-0.34052116,-0.87704414,0
-0.64478755,-0.09875534,-0.39152652,-0.03358115,1.2709646,-0.30630913,-0.8901157,-0.41217428,-0.83094835,-0.07950622,0.91417253,-0.69879174,0.015864193,1.8177316,0.10160318,-0.4630115,-0.70605886,0.9024029,1.457353,0.68633664,0.14429353,0.14781253,1.8129216,1.1388942,0.49969253,-0.09316509,0.5718256,-0.12820087,-0.84720623,-0.44622758,-0.16410801,-0.83634055,0
-0.6991486,-0.06479736,-0.39444658,-0.017169956,1.4378741,-0.2948929,-0.90536916,-0.4186816,-0.83438075,-0.095223084,1.128714,-0.69672745,0.009929255,2.1660106,0.12831345,-0.49867204,-0.71219397,1.1647687,2.0195763,1.05767,0.10161997,0.17512177,2.2844837,1.3102888,0.6671145,-0.04704748,1.0676335,-0.111196764,-0.8563847,-0.4927546,-0.18075995,-0.8385963,0
-0.5939215,-0.07458122,-0.3494264,-0.032637395,1.0827078,-0.30469194,-0.871177,-0.43877897,-0.81310403,-0.03117909,0.6539917,-0.6676317,0.031346083,1.3656415,0.09746945,-0.48024097,-0.695441,0.5578039,0.8490745,0.3355162,0.14386101,0.12067029,1.2827429,0.9075239,0.33608055,-0.064199224,0.03122598,-0.07065972,-0.8203481,-0.41635042,-0.09325379,-0.81937015,0
-0.7050739,-0.060431365,-0.38023916,-0.009336556,1.4292173,-0.27971363,-0.90600586,-0.44141978,-0.83280295,-0.10134336,1.1569566,-0.69660115,-0.003295582,2.1659274,0.12336525,-0.5171041,-0.7094709,1.1692221,2.0733633,1.0730377,0.07834271,0.14590071,2.335794,1.3147913,0.66131854,-0.036064986,1.0908488,-0.09789664,-0.8555758,-0.4922098,-0.18838015,-0.8381856,0
-0.8194654,0.0023019128,-0.40144172,0.04367666,1.9716486,-0.25063473,-0.9429528,-0.44598624,-0.8544362,-0.18758883,1.8601087,-0.7245507,-0.04286966,3.3127756,0.15382186,-0.5774822,-0.724422,2.0401113,3.8970766,2.1982055,-0.03802876,0.18926573,3.8824053,1.8857964,1.1594094,0.04384612,2.679668,-0.10741314,-0.88898784,-0.593886,-0.27415335,-0.8559678,0
-0.8111979,-0.0057589132,-0.39443398,0.05745034,1.8938463,-0.26359293,-0.9420016,-0.44976246,-0.8505848,-0.1664861,1.7627381,-0.715194,-0.03712757,3.2077162,0.15906936,-0.5761405,-0.72203743,1.9381726,3.7054787,2.0691633,-0.020710956,0.20967221,3.7407715,1.815098,1.1102906,0.058229342,2.4999764,-0.091118224,-0.8842422,-0.5842593,-0.24338198,-0.8540098,0
-0.7764433,-0.023548933,-0.3706538,0.07639037,1.6924791,-0.27659088,-0.93106776,-0.4399872,-0.8365617,-0.10255807,1.4546024,-0.69602185,-0.034588836,2.7361774,0.13458964,-0.5597526,-0.6958252,1.5772045,2.9564886,1.660444,0.01733396,0.18111995,3.1213002,1.5928404,0.9014718,0.040539317,1.8118777,-0.021574825,-0.8691132,-0.55289644,-0.18346363,-0.84484214,0
-0.34364513,0.019447986,-0.19712485,0.063038215,0.48137057,-0.2794065,-0.7554363,-0.47806153,-0.7152367,0.12933964,-0.14266077,-0.57444435,0.007986918,-0.17230766,-0.07746417,-0.4882115,-0.60320914,-0.43098974,-0.64988303,-0.5136101,0.08509504,-0.06330471,-0.44028133,0.16803792,-0.20986094,-0.13183852,-0.8137927,0.08824618,-0.6794562,-0.2930793,0.15706386,-0.74320865,0
-0.6632872,-0.084389076,-0.37244424,0.046985015,1.2506845,-0.30309227,-0.89786917,-0.43215954,-0.8214482,-0.024956321,0.8822956,-0.68239456,-0.00018380383,1.8454092,0.06993684,-0.49614397,-0.6817452,0.87123877,1.5048403,0.74482435,0.11519369,0.12859523,1.8889095,1.1476403,0.50055254,-0.07061119,0.54496825,-0.046919316,-0.840922,-0.45485023,-0.10717453,-0.8312435,0
-0.636675,-0.07924001,-0.37967837,-0.02322065,1.2434239,-0.30773118,-0.8819689,-0.4108602,-0.82368076,-0.05028168,0.8767917,-0.6836591,0.02731067,1.6691072,0.08969265,-0.4721354,-0.6933741,0.8336052,1.3208207,0.6468505,0.13992837,0.13682257,1.6500964,1.1004431,0.46712485,-0.09525143,0.437912,-0.10458773,-0.838392,-0.44285455,-0.16046889,-0.83179504,0
-0.39290324,-0.08369796,-0.24958536,0.08485426,0.5920301,-0.31634465,-0.8133563,-0.46968606,-0.7590965,0.10317317,-0.06457852,-0.6216569,-0.0032383704,0.19813839,-0.026876274,-0.4612186,-0.62837225,-0.29262805,-0.5270325,-0.46802485,0.1637875,-0.03030043,-0.12238573,0.34720477,-0.16252741,-0.12810358,-0.7686701,0.113469005,-0.7409623,-0.2933536,0.113061026,-0.7821294,0
-0.9213606,0.13053282,-0.39822635,0.15547688,2.814587,-0.16873096,-0.97520804,-0.50008875,-0.8785609,-0.31463772,3.0398698,-0.7587837,-0.11281417,5.128698,0.17531034,-0.6887731,-0.7380918,3.429114,6.951852,4.051052,-0.24618675,0.20928282,6.463022,2.79691,1.9542605,0.20594507,5.294178,-0.089505486,-0.922445,-0.7161817,-0.3929159,-0.87656385,0
-0.54196924,-0.06609108,-0.31078562,-0.0028131153,0.8805676,-0.28923842,-0.8499777,-0.46147624,-0.79785365,0.038890958,0.41551682,-0.6502355,0.042028755,0.9262604,0.05053979,-0.48798078,-0.6638554,0.22868425,0.25078312,-0.008809877,0.13262148,0.04350064,0.7829044,0.72247654,0.14009307,-0.081405744,-0.4104365,-0.006176496,-0.7923791,-0.36916852,-0.04517827,-0.8065276,0
-0.5082931,-0.077892214,-0.29931217,0.018968627,0.7907517,-0.30297908,-0.8484299,-0.4568724,-0.7914604,0.069983035,0.23982044,-0.6461202,0.03242311,0.7639397,0.039188206,-0.46926874,-0.64872354,0.06506994,-0.089302644,-0.19643101,0.14450146,0.041267887,0.55888534,0.6119165,0.03652695,-0.0751417,-0.56895465,0.057858884,-0.7810445,-0.34019315,0.018386617,-0.80341274,0
-0.88896304,0.07778068,-0.39551437,0.10533653,2.4650142,-0.21105403,-0.96477395,-0.4715031,-0.8668358,-0.25851724,2.5468445,-0.7392012,-0.079881884,4.356341,0.17701179,-0.6482347,-0.7303902,2.8500004,5.6693244,3.2875926,-0.15940641,0.2229721,5.3663106,2.4146006,1.6287876,0.15685767,4.194383,-0.091040716,-0.90872973,-0.67318845,-0.3433326,-0.8678461,0
-0.25235376,0.012183044,-0.15700316,0.052712753,0.35060057,-0.2702184,-0.68600214,-0.43723506,-0.655494,0.11562809,-0.25672,-0.52755487,-0.0007607575,-0.30340204,-0.08830968,-0.42633584,-0.5548893,-0.4905828,-0.70826036,-0.574345,0.08796527,-0.048793435,-0.5613749,0.08813454,-0.26665676,-0.14920713,-0.82921666,0.09686376,-0.61299723,-0.24444023,0.18363391,-0.7014539,0
